iseng,text
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
